geneID	SRR7652568	SRR7652563	healthy.AVG
Solyc07g006280.3.1	6.82	6.21	6.55
Solyc11g013340.1.1	0.42	1.05	0.35
Solyc10g084170.1.1	0.73	1.39	1.1
Solyc10g051340.2.1	7.17	7.03	7.38
Solyc03g026070.3.1	3.33	3.4	3.09
Solyc12g077590.2.1	4.9	4.98	5.05
Solyc06g064900.3.1	2.57	2.23	1.72
Solyc10g083610.2.1	4.94	5.03	5.16
Solyc09g074640.3.1	5.66	6.02	4.82
Solyc06g051250.1.1	0.58	0.89	0.79
Solyc12g019690.2.1	4.57	4.59	4.21
Solyc03g115410.3.1	4.52	4.59	4.46
Solyc04g056746.1.1	1.71	1.05	1.22
Solyc11g044940.1.1	3.37	3.41	3.05
Solyc11g005480.2.1	-1.4	-0.97	1.49
Solyc01g079630.3.1	2.98	2.82	2.58
Solyc04g082060.3.1	4.36	4.65	4.42
Solyc07g052790.2.1	4.65	4.57	4.26
Solyc01g010430.3.1	1.75	2.02	2.38
Solyc03g097580.3.1	3.81	4.84	2.89
Solyc11g045510.2.1	3.06	2.97	2.64
Solyc02g067350.3.1	1.29	0.56	0.58
Solyc04g009473.1.1	1.6	1.3	1.03
Solyc01g105710.3.1	6.74	6.98	7.19
Solyc01g094410.3.1	7.02	6.86	6.69
Solyc09g014490.3.1	0.45	0.34	1.51
Solyc01g060415.1.1	0.93	1.31	1.98
Solyc04g007850.3.1	3.63	3.97	3.79
Solyc08g005390.1.1	0.66	0.72	1
Solyc07g007950.1.1	4.09	3.84	3.98
Solyc02g092640.3.1	6.23	6.34	6.23
Solyc11g068400.2.1	5.01	5	5.64
Solyc03g120450.3.1	5.96	6.15	6.24
Solyc10g047110.2.1	3.98	4.22	4.22
Solyc01g106290.3.1	2.5	1.6	1.94
Solyc05g005100.3.1	4.8	4.86	4.82
Solyc11g017430.2.1	4.4	4.33	4.86
Solyc11g043170.2.1	3.15	3.07	3.28
Solyc02g021400.2.1	4.8	5.16	5.81
Solyc03g111690.3.1	4.51	4.28	5.98
Solyc02g091940.3.1	2.87	3.06	2.39
Solyc08g082120.2.1	7.49	8.42	6.37
Solyc01g106400.3.1	4.74	4.15	4.54
Solyc11g066440.2.1	7.24	7.38	7.07
Solyc11g067140.2.1	4.05	3.81	4.35
Solyc06g060890.3.1	3.71	3.67	3.72
Solyc02g084870.3.1	4.66	4.5	4.2
Solyc11g011140.2.1	4.47	4.4	4.46
Solyc06g005090.3.1	0.01	0.69	1.22
Solyc12g009630.2.1	2.9	2.36	2.85
Solyc04g050730.3.1	5.88	5.32	6.29
Solyc04g053110.1.1	1.97	2.4	1.48
Solyc02g092430.1.1	3.78	4.2	4.93
Solyc04g026230.1.1	1.99	1.39	1.45
Solyc09g007430.1.1	2.16	2.4	2.62
Solyc05g054310.3.1	3.65	3.84	3.84
Solyc12g089180.2.1	6.27	6.38	5.92
Solyc08g013880.3.1	5.23	5.17	4.89
Solyc04g072230.3.1	4.21	4.16	4.02
Solyc03g117040.3.1	7.32	7.33	6.79
Solyc02g089410.3.1	2.9	2.63	2.87
Solyc07g041970.3.1	4.1	3.81	4.93
Solyc03g078380.1.1	5.77	5.72	5.52
Solyc10g049640.2.1	0.73	0.96	-0.35
Solyc05g010250.2.1	5.07	4.97	5.23
Solyc10g008310.1.1	2.33	2.42	2.22
Solyc12g006575.1.1	1.27	0.64	2.12
Solyc07g065660.3.1	5.47	5.65	5.56
Solyc11g065870.2.1	4.92	4.8	5.54
Solyc06g084430.3.1	0.31	0.82	1.71
Solyc01g066480.3.1	5.26	5.42	4.98
Solyc05g014470.3.1	9.49	9.56	9.84
Solyc02g077430.3.1	4.89	5.51	4.01
Solyc01g011510.3.1	5.15	5.11	5.06
Solyc07g020710.3.1	3.93	4.14	3.38
Solyc04g008030.2.1	0.96	1.29	1.52
Solyc03g019680.3.1	6.29	5.91	6.09
Solyc07g045540.3.1	6.45	6.33	6.76
Solyc04g049150.2.1	1.64	1.9	1.63
Solyc02g094360.3.1	4.73	4.66	4.59
Solyc07g045480.3.1	5.14	5.08	5.13
Solyc09g074855.1.1	4.58	4.76	5.23
Solyc05g005630.3.1	3.67	3.54	2.98
Solyc03g122300.2.1	5.38	5.46	4.97
Solyc05g007160.3.1	4.18	4.21	4.4
Solyc12g098757.1.1	-1.19	-0.48	0.99
Solyc12g008500.2.1	4.64	4.82	3.91
Solyc06g062590.3.1	5.93	6.19	5.71
Solyc12g049550.2.1	0.67	1.3	0.81
Solyc12g015710.2.1	4.46	4.2	4.73
Solyc03g006177.1.1	3.32	3.15	2.93
Solyc11g072500.2.1	3.56	3.4	2.5
Solyc02g094100.3.1	1.5	1.64	1.82
Solyc08g081670.2.1	3.2	2.9	2.89
Solyc04g078060.1.1	0.58	1.24	0.62
Solyc01g086690.2.1	-0.34	0.02	1.65
Solyc06g065950.3.1	5.46	5.54	5.61
Solyc12g019890.2.1	3.73	3.32	3.6
Solyc10g078900.2.1	3.62	3.95	4
Solyc06g074510.3.1	6.02	5.46	5.73
Solyc05g013530.3.1	5.15	5.03	4.35
Solyc06g043030.3.1	5.27	5.12	5.08
Solyc06g082950.3.1	9	8.78	9.38
Solyc09g008660.3.1	0.41	1.08	0.36
Solyc03g114585.1.1	0.69	1.05	-1.11
Solyc03g031530.3.1	4.18	3.82	3.86
Solyc10g005700.3.1	6.74	6.75	6.9
Solyc12g036200.2.1	5.83	5.94	5.64
Solyc02g067540.3.1	5.67	5.7	6.07
Solyc03g082680.3.1	4.62	4.78	4.56
Solyc10g008800.3.1	4.79	5.04	4.86
Solyc10g085290.2.1	4.43	4.56	4.25
Solyc10g085970.2.1	5.86	5.73	5.78
Solyc03g117520.2.1	4.05	3.94	3.74
Solyc08g067910.3.1	5.41	5.48	5.51
Solyc04g045340.3.1	8.12	8.06	7.91
Solyc04g080060.3.1	3.91	3.96	4.01
Solyc06g076260.3.1	3.5	3.54	3.96
Solyc06g043175.1.1	3.3	3.13	2.92
Solyc03g097080.3.1	0.87	1.21	0.67
Solyc11g012860.2.1	3.94	3.44	5.31
Solyc07g007390.3.1	6.33	6.08	6.53
Solyc10g084150.2.1	4.24	4.16	5.16
Solyc08g080980.3.1	0.23	0.14	-0.54
Solyc03g097675.1.1	5.42	5.28	5.8
Solyc09g056200.3.1	1.54	1.97	1.93
Solyc05g056290.3.1	5.07	4.98	5.11
Solyc08g066320.3.1	0.77	0.41	1.28
Solyc04g074500.3.1	4	4.28	4.06
Solyc10g079920.2.1	2.84	3.03	2.62
Solyc09g011420.3.1	3.69	3.49	4.11
Solyc07g065730.2.1	3.71	3.89	3.59
Solyc08g016050.3.1	6.26	6.22	6.11
Solyc10g084530.1.1	3.56	3.67	3.68
Solyc08g075210.2.1	3.85	4	3.76
Solyc01g102950.3.1	4.75	4.16	5.02
Solyc05g012090.3.1	1.57	0.99	0.76
Solyc06g034150.3.1	2.95	2.72	3.7
Solyc11g040170.2.1	2.55	2.73	2.36
Solyc02g089680.3.1	4.08	4.11	4.46
Solyc08g074750.2.1	5.5	5.61	5.44
Solyc02g065280.3.1	6.22	6.19	6.26
Solyc11g011790.2.1	4.61	4.46	4.25
Solyc05g009250.2.1	1.76	1.81	1.39
Solyc03g115000.3.1	6.28	6.08	6.5
Solyc05g009660.3.1	3.99	3.91	3.63
Solyc04g063280.3.1	6.2	6.15	6.05
Solyc01g106360.3.1	5.27	5.61	5.07
Solyc10g083740.2.1	4.25	4.52	5.58
Solyc02g087420.2.1	4.5	4.55	3.74
Solyc11g007040.2.1	3.85	4.19	3.69
Solyc05g017990.3.1	6.28	5.99	6.46
Solyc09g092100.3.1	3.94	3.87	3.74
Solyc09g091830.3.1	4.87	4.42	4.92
Solyc09g064790.3.1	4.93	5.02	5.05
Solyc08g067095.1.1	5.75	5.91	5.98
Solyc06g072110.3.1	4.98	5.01	4.42
Solyc11g007310.2.1	2.58	2.84	2.71
Solyc05g051580.3.1	0.83	-0.86	0.17
Solyc05g005690.1.1	5.06	5.17	5.89
Solyc05g053820.3.1	4.56	4.74	4.75
Solyc08g080250.3.1	5.71	5.74	6.05
Solyc05g054770.3.1	2.92	3.02	3.26
Solyc11g065740.2.1	6.56	6.42	6.17
Solyc07g005650.3.1	2.92	3.19	2.44
Solyc10g051200.2.1	6.78	6.5	6.74
Solyc01g096900.3.1	4.74	4.9	4.83
Solyc07g064640.3.1	1.96	2.07	2.22
Solyc09g009140.3.1	3.26	3.53	3.53
Solyc11g069430.2.1	8.39	8.12	8.84
Solyc08g068250.3.1	3.8	3.75	4.18
Solyc03g005410.3.1	5.95	5.89	5.91
Solyc03g095770.3.1	6.16	6.08	5.02
Solyc02g089310.1.1	3.09	3.12	3.09
Solyc10g008440.3.1	-0.19	-2.22	2.04
Solyc08g005190.3.1	4.96	4.81	4.52
Solyc11g071570.2.1	3.65	3.6	3.63
Solyc12g044250.2.1	-0.06	0.76	-0.46
Solyc12g013810.2.1	8.59	8.35	8.65
Solyc07g043560.3.1	5.97	6.2	6.41
Solyc07g017750.3.1	5.96	5.95	5.9
Solyc12g057030.2.1	2.01	1.59	2.22
Solyc08g063000.3.1	2.55	3.11	2.96
Solyc01g101030.3.1	2.18	2.73	2.74
Solyc07g066670.3.1	4.37	4.43	3.03
Solyc01g068580.3.1	4.26	4.11	4.04
Solyc11g066510.2.1	3.02	2.37	1.88
Solyc03g116490.1.1	4.66	4.39	4.64
Solyc09g010780.3.1	2.86	2.46	2.49
Solyc09g065560.3.1	6.59	6.65	5.87
Solyc04g014520.1.1	0.38	1.14	-1.63
Solyc09g098030.3.1	5.53	6.08	6.46
Solyc07g062905.1.1	0.81	0.27	0.4
Solyc04g016220.3.1	5.46	5.05	5.69
Solyc01g011415.1.1	0.26	-0.83	0.47
Solyc04g025290.3.1	6.17	5.89	6.28
Solyc06g073520.3.1	3.99	3.92	3.58
Solyc07g053890.3.1	2.55	2.95	-0.96
Solyc02g093690.3.1	4.52	4.78	5
Solyc02g005310.2.1	0.8	0.19	-0.5
Solyc08g078280.1.1	0.62	0.96	0.67
Solyc02g079060.3.1	6.06	6.01	6.27
Solyc10g007840.3.1	4.88	4.79	5.77
Solyc07g054450.3.1	2.61	2.85	3.7
Solyc07g053850.3.1	4.13	3.98	3.89
Solyc03g026345.1.1	4.37	4.42	4.02
Solyc01g081480.3.1	5.03	4.64	5.81
Solyc03g025740.3.1	1.32	1.14	1.19
Solyc03g117590.3.1	3.59	3.28	4.03
Solyc09g072750.2.1	7.69	7.71	7.95
Solyc08g068390.3.1	6.47	6.72	6.21
Solyc02g069500.1.1	1.22	1.24	2.4
Solyc05g026360.3.1	1.73	1.16	1.66
Solyc02g078330.3.1	1.87	2.03	1.19
Solyc03g019900.3.1	5.07	4.98	5.21
Solyc09g091970.3.1	5.71	5.5	6.2
Solyc08g066640.3.1	2.88	3.03	2.84
Solyc03g119030.3.1	3.22	3.36	3.05
Solyc09g072800.3.1	1.79	1.46	2.45
Solyc02g062810.3.1	4.68	4.77	4.93
Solyc12g042500.2.1	1.43	0.62	1.77
Solyc03g058990.2.1	0.03	-0.04	0.4
Solyc07g052135.1.1	0.51	-1.1	6.08
Solyc02g036350.3.1	8.65	8.41	8.92
Solyc03g033510.3.1	2.25	1.92	1.96
Solyc02g068490.3.1	6.93	6.95	6.72
Solyc11g011850.2.1	5.25	5.06	5.15
Solyc09g065110.3.1	1.74	1.46	1.4
Solyc01g095120.3.1	5.03	5.23	5.04
Solyc01g079320.3.1	1.77	2.41	1.65
Solyc10g079790.1.1	1.16	1.54	0.4
Solyc03g117560.3.1	-0.92	-0.39	3.05
Solyc09g090250.3.1	4.14	4.23	3.93
Solyc02g092570.1.1	1	0.34	1.22
Solyc04g009580.3.1	4.76	4.58	5.16
Solyc02g093900.3.1	7.24	7.41	7.22
Solyc12g010120.2.1	3.49	3.38	3.48
Solyc05g055060.3.1	5.8	5.96	5.87
Solyc09g061290.3.1	5.89	5.9	5.61
Solyc08g048540.2.1	0.76	0.49	1.05
Solyc10g080780.2.1	3.79	4.2	4.08
Solyc04g028580.2.1	1.98	1.39	1.46
Solyc03g117110.3.1	4.44	4.3	4.83
Solyc12g056540.1.1	0.46	0.56	2.32
Solyc01g091220.3.1	4.75	5.02	5.39
Solyc06g065080.1.1	0.49	0.21	-0.13
Solyc12g089320.2.1	4.53	4.72	4.18
Solyc05g055343.1.1	2.23	1.83	1.79
Solyc08g022120.3.1	2.1	2.65	2.38
Solyc12g010650.1.1	2.87	2.82	3.45
Solyc01g079520.3.1	6.61	6.5	6.4
Solyc03g025540.3.1	4.75	4.92	4.76
Solyc07g021750.1.1	2.8	3.07	2.98
Solyc11g044230.2.1	4.77	4.68	5.15
Solyc03g031890.3.1	0.47	0.8	0.84
Solyc08g014430.3.1	1.31	0.19	2.5
Solyc11g073280.2.1	5.94	5.94	6.11
Solyc06g074900.2.1	3.01	2.79	3.66
Solyc05g051990.3.1	5.12	4.9	4.91
Solyc04g072110.3.1	4.64	4.87	4.55
Solyc02g079570.3.1	4.75	4.15	4.5
Solyc08g006690.1.1	4.64	4.25	4.31
Solyc03g121380.3.1	4.79	4.7	4.79
Solyc02g065400.3.1	11.18	10.82	11.53
Solyc03g083245.1.1	4.97	5.17	5.02
Solyc10g084630.2.1	2.2	1.95	2.41
Solyc01g079580.3.1	4.41	4.29	5.57
Solyc11g020050.1.1	1.41	0.82	1.02
Solyc02g014455.1.1	2.7	2.69	3.26
Solyc02g093490.3.1	4.93	4.88	4.56
Solyc06g008730.3.1	5.76	5.75	5.37
Solyc01g104510.3.1	4.75	4.92	4.84
Solyc03g058350.3.1	6.27	6.28	5.96
Solyc07g045530.2.1	3.34	2.78	2.57
Solyc04g079940.3.1	5.67	5.48	4.99
Solyc06g009330.3.1	3.39	3.4	3.41
Solyc01g099530.3.1	2.31	2.38	1.97
Solyc09g075790.3.1	1.62	1.24	2.29
Solyc03g053010.3.1	5.41	5.61	5.44
Solyc01g098600.3.1	0.77	0.72	0.61
Solyc06g082620.1.1	5.81	6.13	6.39
Solyc09g083340.2.1	1.9	2.14	2.14
Solyc05g050840.3.1	5.85	5.93	6.22
Solyc01g081500.3.1	6.14	6.32	6
Solyc01g007840.3.1	3.55	3.76	3.2
Solyc08g006670.3.1	3.89	3.72	3.43
Solyc01g103370.3.1	5.81	5.94	5.5
Solyc08g006470.3.1	4.54	4.25	4.66
Solyc09g047930.1.1	2.41	2.63	2.77
Solyc11g008030.2.1	1.29	1.75	0.09
Solyc05g012310.3.1	2.13	2.25	1.78
Solyc11g073010.1.1	1.68	1.64	2.07
Solyc07g017687.1.1	0.47	-0.16	-0.31
Solyc06g071280.3.1	6.54	6.54	6.26
Solyc01g106280.3.1	8.11	7.97	8.17
Solyc06g076670.3.1	6.21	6.17	4.85
Solyc02g080635.1.1	2.17	1.64	2.22
Solyc05g054493.1.1	5.14	4.98	4.78
Solyc03g115050.3.1	2.46	2.51	3.51
Solyc10g045175.1.1	4.36	4.43	4.1
Solyc11g066000.1.1	1.27	0.21	0.1
Solyc05g005020.3.1	8.31	8.18	8.39
Solyc04g072220.3.1	6.18	6.18	5.69
Solyc06g073180.3.1	7.14	7.23	6.92
Solyc10g045540.2.1	4.27	4.32	4.18
Solyc03g007400.2.1	1.81	1.02	1.1
Solyc12g100180.2.1	2.72	1.84	2.01
Solyc03g097930.3.1	1.24	1.46	2.73
Solyc06g053610.3.1	2.5	2.45	1.24
Solyc05g009080.3.1	6.12	5.86	5.89
Solyc01g008910.2.1	3.41	2.98	3.04
Solyc08g006750.3.1	1.71	1.49	2.21
Solyc07g022760.3.1	5.9	5.8	5.6
Solyc06g051577.1.1	2.67	2.55	2.4
Solyc09g089630.3.1	1.61	1.67	1.67
Solyc11g017000.2.1	4.64	4.82	4.29
Solyc01g108400.3.1	4.97	5.3	5.58
Solyc10g005670.2.1	7.19	7.02	7.12
Solyc08g043140.3.1	2.27	2.72	2.19
Solyc01g103480.3.1	6.58	6.77	6.8
Solyc02g081150.1.1	5.08	4.89	5.02
Solyc08g065830.3.1	2.18	1.81	1.5
Solyc03g098760.2.1	4.5	5.41	-1.09
Solyc01g104930.2.1	0.44	0.41	-0.13
Solyc06g068230.3.1	9.05	9	9.09
Solyc03g098250.3.1	1.27	1.29	2.27
Solyc10g086570.3.1	7.06	6.14	7.81
Solyc10g005510.3.1	4.53	5.22	4.58
Solyc11g073240.2.1	6.74	6.8	6.69
Solyc01g105560.3.1	6.87	6.55	7.34
Solyc10g007260.3.1	4.96	4.99	4.95
Solyc04g082010.1.1	10.36	9.83	10.78
Solyc05g013340.3.1	5.97	6.18	6.18
Solyc12g096250.2.1	-0.12	-0.56	0.2
Solyc04g082950.3.1	3.03	3.05	3.35
Solyc01g109350.3.1	5.98	6.05	5.9
Solyc10g079510.2.1	0.77	1.02	2.3
Solyc10g078930.2.1	5.69	5.59	5.68
Solyc03g113140.3.1	2.43	2.54	2.51
Solyc05g008590.3.1	3.83	4.18	3.86
Solyc03g118270.1.1	4.69	4.79	4.96
Solyc04g016400.3.1	3.85	3.83	3.83
Solyc01g111440.3.1	5.33	5.15	4.58
Solyc05g015530.3.1	6.12	6.37	6.39
Solyc12g094380.2.1	4.4	4.6	4.79
Solyc02g089690.3.1	1.65	2.13	1.86
Solyc04g011510.3.1	8.77	8.77	9.35
Solyc09g014900.3.1	2.39	2.56	1.39
Solyc07g007350.1.1	5.24	4.74	5.74
Solyc04g081950.3.1	1.49	1.98	1.26
Solyc02g068100.3.1	6.6	6.82	6.12
Solyc07g052340.3.1	3.32	3.27	3.75
Solyc06g008560.2.1	3.48	3.35	2.93
Solyc08g068570.3.1	4.08	3.93	4.22
Solyc01g088560.3.1	5.81	5.9	6.08
Solyc02g091770.2.1	0.37	0.19	0.01
Solyc09g059510.3.1	5.46	5.33	5.38
Solyc02g088820.3.1	4.04	3.62	4.66
Solyc08g082560.3.1	2.82	3.05	2.6
Solyc03g033770.1.1	-0.64	0.07	0.69
Solyc01g067295.1.1	4.52	3.68	3.51
Solyc02g078940.3.1	6.51	6.54	5.93
Solyc01g080330.3.1	6.9	6.91	6.94
Solyc04g054490.3.1	5.34	5.66	5.13
Solyc11g066480.2.1	6.67	6.72	6.58
Solyc02g068000.2.1	3.76	3.6	3.2
Solyc09g008295.1.1	7.42	7.69	7.93
Solyc05g006390.1.1	2.74	2.34	3.19
Solyc12g042890.2.1	3.32	4.02	2.98
Solyc03g082630.3.1	3.44	3.86	3.59
Solyc08g074740.3.1	2.94	3	2.96
Solyc07g062100.3.1	0.28	0.08	2.1
Solyc06g011470.3.1	-0.54	-0.71	0.59
Solyc01g112080.3.1	4.47	4.25	4.34
Solyc08g016588.1.1	0.75	-0.04	0.2
Solyc06g072710.3.1	6.42	6.52	6.06
Solyc06g074690.3.1	3.66	3.68	3.15
Solyc01g094060.3.1	6.24	6.2	6.54
Solyc07g062520.3.1	6.91	7.19	6.45
Solyc06g071790.3.1	9.25	8.95	9.92
Solyc07g064440.3.1	5.02	4.94	4.17
Solyc05g024430.3.1	5.4	4.76	6.03
Solyc01g095160.3.1	-0.26	0.39	0.12
Solyc02g079090.3.1	1.29	1.64	1.47
Solyc06g051570.3.1	2.47	2.64	2.29
Solyc05g008400.3.1	5.09	5.11	4.26
Solyc06g082010.3.1	7.61	7.5	6.75
Solyc12g013500.2.1	2.42	2.55	2.14
Solyc09g075960.1.1	2.02	1.35	2.08
Solyc04g080440.3.1	5.07	5.2	5
Solyc06g053230.3.1	4.13	4.27	4.18
Solyc02g022930.3.1	4.03	4.15	3.43
Solyc05g023740.3.1	6.86	6.73	6.65
Solyc05g052150.3.1	6.53	6.73	6.68
Solyc02g030120.2.1	1.84	1.37	1.11
Solyc04g073960.3.1	1.77	1.82	1.76
Solyc12g098230.1.1	3.49	3.47	3.74
Solyc05g005190.3.1	6.61	6.63	7.02
Solyc02g075615.1.1	3.18	3.15	3.02
Solyc02g087340.3.1	7.57	7.42	7.87
Solyc02g084990.3.1	5.73	5.8	5.86
Solyc11g006060.1.1	7.18	6.94	8.17
Solyc07g051820.3.1	5.84	5.86	5.87
Solyc06g010000.3.1	4.71	5.02	4.52
Solyc08g083230.2.1	1.56	2.08	0.38
Solyc02g069820.3.1	3.23	3.18	3.16
Solyc04g010090.3.1	3.49	3.95	3.56
Solyc02g078015.1.1	1.91	2.15	1.61
Solyc07g049320.3.1	3.3	3.35	3.74
Solyc11g006460.2.1	8.22	8.28	7.15
Solyc10g086000.2.1	6.47	6.47	6.16
Solyc12g100270.2.1	-0.41	-0.24	1.64
Solyc08g077890.3.1	8.01	7.95	7.98
Solyc04g076210.2.1	6.86	6.82	7.15
Solyc06g082590.1.1	4.34	4.04	3.87
Solyc10g078830.2.1	4.96	5.09	4.96
Solyc08g083290.3.1	5.66	5.54	5.19
Solyc11g067050.2.1	5.88	5.96	5.8
Solyc05g041390.1.1	0.98	1.14	0.27
Solyc05g055810.3.1	3.44	3.67	3.49
Solyc07g053350.3.1	5.55	5.77	5.82
Solyc06g075150.3.1	1.56	2.29	0.92
Solyc11g072590.2.1	7.35	7.14	7.11
Solyc03g083210.3.1	4.08	4.52	3.56
Solyc10g080370.1.1	2.26	1.95	3.33
Solyc01g080770.3.1	3.85	4	4.13
Solyc02g087290.3.1	5.44	5.52	5.18
Solyc02g062240.3.1	3.01	3.45	3.26
Solyc06g082630.3.1	6.45	6.75	6.57
Solyc02g092370.1.1	0.94	1.48	2.42
Solyc10g081220.2.1	3.63	3.78	3.67
Solyc10g007740.3.1	4.18	4.52	3.84
Solyc12g010520.2.1	4.89	5.11	5.05
Solyc06g064460.3.1	4.12	4.3	4.61
Solyc02g037530.3.1	4.77	5.07	4.76
Solyc12g049220.2.1	3.04	3.07	3.6
Solyc01g110465.1.1	1.06	1.83	0.88
Solyc07g053640.1.1	4.04	3.85	5.39
Solyc05g056325.1.1	3.27	3.05	3.24
Solyc08g076370.3.1	3.63	3.65	4.06
Solyc07g047900.3.1	3.38	3.62	3.36
Solyc10g006370.3.1	5.42	5.31	6.13
Solyc10g081490.2.1	3.95	3.31	3.35
Solyc01g110100.3.1	3.2	3.32	2.85
Solyc11g071850.2.1	5.53	5.43	5.56
Solyc09g082860.3.1	5.79	5.97	6.36
Solyc09g016950.3.1	4.86	4.45	4.52
Solyc02g093270.3.1	5.46	6.09	5.65
Solyc02g082900.3.1	6.15	5.85	6.25
Solyc08g081900.3.1	7.17	7.46	7.39
Solyc07g032260.3.1	4.87	4.89	4.67
Solyc01g091080.3.1	2.94	3.52	3.15
Solyc11g044450.2.1	4.61	4.62	4.22
Solyc04g015170.3.1	4.67	4.3	4.36
Solyc02g086970.3.1	7.88	7.59	7.42
Solyc01g006565.1.1	7.25	7.9	4.91
Solyc10g018610.1.1	0.9	0.07	0.66
Solyc11g007080.1.1	2.93	2.89	2.59
Solyc03g031420.1.1	3.66	3.63	4.54
Solyc01g107080.3.1	-0.41	-0.04	-0.03
Solyc05g052640.3.1	4.18	3.94	3.08
Solyc08g079660.3.1	5.69	5.52	6.47
Solyc07g062490.1.1	1.33	0.61	6.65
Solyc09g074270.3.1	4.57	4.61	4.05
Solyc07g053670.3.1	3.79	3.73	4.39
Solyc11g072490.2.1	5.88	5.39	6.5
Solyc08g066610.3.1	1.7	0.69	3.81
Solyc09g011305.1.1	2.3	2.07	2.12
Solyc12g019540.2.1	1.18	0.97	1.25
Solyc04g058130.3.1	1.99	2.47	2.18
Solyc11g020720.1.1	1.51	1.5	1.25
Solyc01g105190.3.1	1.95	1.33	2.5
Solyc07g045420.3.1	7.16	7.21	6.68
Solyc11g008350.2.1	4.48	4.23	4.55
Solyc09g083290.3.1	5.01	5.23	5.64
Solyc07g056020.3.1	9.25	9.03	9.5
Solyc12g009500.2.1	3.89	4.04	3.52
Solyc09g059630.2.1	0.06	-0.04	0.55
Solyc01g088760.3.1	4.47	4.74	3.45
Solyc03g114910.3.1	1.66	1.42	1.9
Solyc01g100280.3.1	1.64	1.16	3.08
Solyc02g088110.3.1	3.5	3.38	3.43
Solyc09g061860.3.1	7.38	7.39	6.52
Solyc02g069430.3.1	1.58	0.43	0.8
Solyc04g074050.3.1	5.4	5.39	5.29
Solyc11g006360.1.1	4.05	3.74	4.2
Solyc03g111010.3.1	8.33	8.46	7.48
Solyc05g010427.1.1	4.46	4.75	4.33
Solyc10g009280.3.1	3.69	3.68	2.64
Solyc03g111500.3.1	1.78	1.62	-0.33
Solyc02g078980.3.1	3.88	3.56	3.85
Solyc01g107780.3.1	3.45	3.44	4.1
Solyc03g006630.3.1	1.08	1.27	0.99
Solyc05g010260.3.1	5.93	6.26	6.16
Solyc04g009435.1.1	4.48	4.13	4.56
Solyc05g018210.3.1	5.81	5.67	5.59
Solyc01g094940.3.1	5.45	5.29	6.12
Solyc02g077080.3.1	6.81	6.71	7.07
Solyc06g083200.2.1	2.66	2.72	2.62
Solyc11g071970.2.1	2.95	2.68	3
Solyc06g072273.1.1	3.78	3.5	3.43
Solyc06g082870.3.1	6.9	7.08	7.5
Solyc06g036720.3.1	5.55	5.55	5.38
Solyc09g082270.3.1	-0.65	1.2	0.91
Solyc07g014700.3.1	6.33	6.46	6.34
Solyc11g013393.1.1	1.21	1.63	1.42
Solyc02g068500.3.1	5.32	5.37	5.55
Solyc01g099140.3.1	5.19	4.96	4.78
Solyc08g077110.3.1	4.44	4.23	3.96
Solyc08g075580.2.1	3.29	3.32	3.05
Solyc06g066180.3.1	0.39	0.58	-0.28
Solyc03g120880.3.1	4.66	4.85	4.41
Solyc04g018080.3.1	1.72	1.9	1.49
Solyc01g007130.3.1	4.57	4.76	4.48
Solyc10g084640.1.1	2.78	2.66	2.72
Solyc09g064910.1.1	-0.48	1.08	0.62
Solyc02g021020.3.1	4.45	4.31	4.06
Solyc07g024070.2.1	1.11	1.45	2.22
Solyc04g071070.2.1	4.08	5.2	4.78
Solyc11g017250.2.1	6.31	6.65	7.08
Solyc03g113390.3.1	5.27	5.06	4.99
Solyc05g054420.3.1	4.2	4.37	3.94
Solyc12g021317.1.1	3.25	3.08	2.72
Solyc12g049310.2.1	2.98	3.28	2.53
Solyc03g123830.3.1	6.59	7.14	6.31
Solyc02g081340.3.1	4.81	5.04	4.41
Solyc05g006970.3.1	3.15	3.58	3.34
Solyc05g014540.3.1	1.64	1.99	2.63
Solyc09g092460.3.1	4.31	4.27	4.82
Solyc04g049224.1.1	1.61	1.35	1
Solyc06g082480.3.1	5.18	5.19	4.67
Solyc02g092260.3.1	4.87	5.11	3.93
Solyc06g068870.3.1	6.38	6.12	5.85
Solyc07g043330.2.1	5.31	5.4	5.42
Solyc09g065870.3.1	4.75	4.76	4.77
Solyc09g014770.3.1	7.22	7.06	6.4
Solyc05g014210.3.1	0.46	0.37	0.18
Solyc07g007440.1.1	-0.87	0.25	0.67
Solyc07g006590.1.1	3.58	3.76	4.43
Solyc04g077970.3.1	7.54	7.86	7.19
Solyc06g072720.3.1	4.74	4.73	4.92
Solyc07g066330.3.1	0.81	1.48	1.69
Solyc01g103453.1.1	4.21	4.24	4.58
Solyc10g052643.1.1	2.43	1.71	2.16
Solyc10g006640.3.1	1.08	1.19	1.5
Solyc04g074310.3.1	-0.33	-0.31	2.32
Solyc01g010060.2.1	1.54	1.47	1.68
Solyc08g048430.3.1	5.24	5.26	4.77
Solyc01g080880.3.1	5.85	5.84	6.33
Solyc05g008790.3.1	4.16	4.24	3.95
Solyc02g063390.3.1	4.18	4.23	3.41
Solyc05g032750.3.1	5.09	5.25	4.83
Solyc03g120340.3.1	3.47	3.42	3.23
Solyc07g065980.3.1	6.3	6.89	5.28
Solyc01g107650.3.1	3.68	3.47	4.66
Solyc05g052200.3.1	5.04	5.18	5.24
Solyc05g008190.3.1	2.99	3.15	3.68
Solyc12g096430.1.1	0.73	0.72	-0.19
