geneID	SRR7652568	SRR7652563	healthy.AVG
Solyc11g007110.2.1	5.94	6.08	5.88
Solyc03g121670.3.1	4.14	4.17	4.44
Solyc03g059310.3.1	6.67	6.79	6.03
Solyc08g013910.3.1	0.46	0.14	0.94
Solyc08g005090.1.1	1.15	1.57	1.38
Solyc04g080220.3.1	-1.58	-0.04	1.18
Solyc05g007510.3.1	8.25	8.42	6.23
Solyc01g005530.3.1	3.54	3.54	4.01
Solyc01g102850.2.1	5.43	5.15	5.88
Solyc03g120790.1.1	1.34	0.87	2.93
Solyc08g076497.1.1	0.63	0.72	0.48
Solyc09g008020.3.1	3.69	3.68	3.43
Solyc07g065820.3.1	5.05	5.16	5.65
Solyc08g066420.1.1	1.73	1.41	2.19
Solyc07g066385.1.1	4.45	4.85	5.11
Solyc01g095580.3.1	6.45	6.02	6.29
Solyc09g075160.3.1	4.71	5.15	5.4
Solyc09g010095.1.1	1.99	1.22	2.01
Solyc12g057160.1.1	1.71	1.15	2.21
Solyc03g005340.3.1	6.5	6.46	6.56
Solyc03g063110.3.1	4.9	5.18	3.68
Solyc01g067820.3.1	1.84	2.13	2.37
Solyc07g039450.3.1	3.66	3.93	4.2
Solyc04g026350.3.1	5.68	5.78	5.83
Solyc04g081260.3.1	6.68	6.72	7.33
Solyc06g053360.3.1	4.39	4.66	4.6
Solyc10g081340.1.1	2.19	1.86	1.82
Solyc01g099880.3.1	1.44	1.44	0.98
Solyc01g006940.3.1	6.85	6.56	7.19
Solyc05g051425.1.1	0.01	-0.16	3.15
Solyc02g085180.3.1	1.93	2.18	2.06
Solyc02g092000.3.1	4.16	4.41	4.92
Solyc03g116750.3.1	7.35	7.47	6.88
Solyc05g009210.1.1	1.07	0.03	0.31
Solyc01g057473.1.1	2.52	2.7	2.49
Solyc01g100270.3.1	5.14	4.99	3.9
Solyc01g097820.3.1	4.37	4.03	4.38
Solyc02g092380.3.1	4.7	4.69	4.5
Solyc09g075060.3.1	5.74	5.61	5.87
Solyc01g058500.3.1	2.39	2.48	2.47
Solyc09g066080.2.1	3.26	3.11	2.84
Solyc06g017970.3.1	6.31	6.27	6.07
Solyc05g007140.3.1	6.15	5.92	5.42
Solyc10g079370.2.1	6.06	5.86	5.82
Solyc04g081500.3.1	4.36	4.05	4.74
Solyc06g008170.3.1	5.46	5.83	6.29
Solyc03g114165.1.1	0.46	0.56	1.38
Solyc08g081450.3.1	0.05	1.34	0.71
Solyc11g069910.2.1	4.27	4.54	4.07
Solyc05g005960.3.1	6.7	6.72	5.54
Solyc10g078180.2.1	6.12	6.1	6.24
Solyc10g078450.2.1	4.22	4.54	4.63
Solyc06g010240.2.1	2.13	2.1	1.64
Solyc05g006570.1.1	1.68	1.88	2.14
Solyc07g015980.3.1	2.74	2.52	2.89
Solyc06g066650.3.1	3.25	2.99	1.86
Solyc03g113860.2.1	-0.07	0.52	1.08
Solyc11g011535.1.1	2.31	1.95	1.43
Solyc01g110160.3.1	3.57	2.97	5.05
Solyc01g096660.3.1	7.7	7.53	8.1
Solyc12g096290.2.1	3.33	3.66	3.47
Solyc11g069490.2.1	6.21	6.27	6.08
Solyc01g096580.3.1	5.83	6.27	6.34
Solyc03g114800.1.1	0.01	0.3	1.5
Solyc01g095610.3.1	2.24	2.15	3.55
Solyc06g082440.1.1	3.08	2.91	1.85
Solyc02g093740.3.1	2.49	2.6	2.45
Solyc02g071597.1.1	0.96	0.64	0.33
Solyc11g028310.2.1	0.69	0.82	0.14
Solyc11g005290.2.1	1.69	2.65	2.12
Solyc11g072520.2.1	4.98	5.07	4.86
Solyc08g061220.3.1	4.69	4.88	4.71
Solyc10g080610.1.1	7.48	7.2	7.48
Solyc09g082980.3.1	6.03	6.21	6.35
Solyc08g077460.3.1	6.23	6.24	5.91
Solyc10g080530.2.1	2.58	2.47	2.72
Solyc11g010730.2.1	4.22	4.27	4.25
Solyc12g098690.2.1	4.11	4.31	3.97
Solyc02g084630.3.1	3.54	3.01	3.39
Solyc04g072740.3.1	6.15	6.06	6.99
Solyc01g106253.1.1	5.89	5.75	5.99
Solyc09g089690.3.1	6.4	6.19	6.68
Solyc09g007760.3.1	7.44	7.48	8.43
Solyc07g017760.1.1	5.17	5.05	5.78
Solyc02g082110.3.1	4.96	4.9	4.57
Solyc08g082165.1.1	0.87	0.78	1.83
Solyc05g012178.1.1	2.24	1.21	1.98
Solyc05g053650.3.1	6.63	6.75	6.81
Solyc07g019650.3.1	5.8	5.71	6.2
Solyc05g013920.3.1	4.44	4.57	5.14
Solyc04g081480.2.1	3.29	3.22	2.78
Solyc06g084615.1.1	4.93	4.58	5.59
Solyc02g089860.1.1	1.51	1.49	-0.44
Solyc08g005630.3.1	2.82	2.67	3.85
Solyc01g095790.3.1	6.29	6.18	5.49
Solyc12g019000.2.1	5.13	5.22	5.14
Solyc07g056640.1.1	7.35	7.32	6.62
Solyc06g059885.1.1	2.11	1.52	0.93
Solyc03g064030.3.1	4.13	4.22	4.03
Solyc03g082540.3.1	4.51	4.48	4.08
Solyc02g093060.3.1	5.59	5.3	5.68
Solyc03g063560.3.1	10.65	10.18	10.97
Solyc03g116330.3.1	4.43	4.54	3.83
Solyc10g047300.2.1	3.79	3.94	3.61
Solyc09g090820.3.1	3.25	3.5	2.82
Solyc06g053920.3.1	4.67	4.49	4.44
Solyc09g008370.1.1	3.75	4.18	2.26
Solyc04g072560.3.1	5.63	5.77	5.75
Solyc08g078130.3.1	4.01	4.05	3.8
Solyc05g050540.3.1	1.63	1.13	1.73
Solyc09g010860.3.1	4.35	4.28	4.17
Solyc11g019920.2.1	2.24	2.65	2.94
Solyc03g083390.3.1	6.03	6.08	5.48
Solyc02g083500.3.1	5.92	5.7	6.46
Solyc10g006250.3.1	3.3	3.7	3.11
Solyc03g119940.3.1	2.81	2.48	3.06
Solyc12g099320.2.1	5.57	5.57	5.56
Solyc06g054410.3.1	5.05	5.24	5.33
Solyc06g069450.3.1	4.79	4.63	5.15
Solyc02g094220.2.1	2.89	3.52	3.61
Solyc07g005940.3.1	7.38	7.5	7.47
Solyc09g090910.2.1	1.74	1.83	2.1
Solyc11g007830.2.1	6.41	6.15	6.04
Solyc07g047820.2.1	2.91	2.71	2.91
Solyc11g065920.2.1	7.04	7.04	6.54
Solyc09g007680.3.1	6.81	6.78	6.81
Solyc07g008210.3.1	5.78	5.76	5.39
Solyc09g091670.3.1	8.27	8.17	8.51
Solyc10g047220.2.1	5.04	5.18	4.7
Solyc06g068090.3.1	7.54	7.68	7.75
Solyc01g108710.3.1	1.74	1.97	3.08
Solyc08g007070.2.1	-3.51	-1.25	0.34
Solyc12g087990.2.1	2.15	2	2.51
Solyc04g080160.3.1	4.52	4.74	4.59
Solyc02g062740.3.1	5.43	5.5	5.31
Solyc02g021140.3.1	5.58	5.66	5.72
Solyc12g011140.2.1	4.46	3.94	5.1
Solyc05g026540.3.1	6.51	6.63	6.6
Solyc04g080370.3.1	5.33	5.51	5.43
Solyc03g006510.3.1	5.53	5.6	5.85
Solyc07g045070.3.1	3.81	3.86	3.49
Solyc03g114960.3.1	7.76	7.61	7.76
Solyc11g066020.2.1	5.24	5.42	5.6
Solyc09g063015.1.1	4.17	3.97	3.7
Solyc11g068740.2.1	4.28	4.54	4.48
Solyc02g071990.3.1	4.69	4.58	4.82
Solyc01g105545.1.1	5.17	5.16	6.06
Solyc11g006080.2.1	4.38	4.57	3.94
Solyc10g008710.3.1	1.97	0.19	0.86
Solyc03g120620.3.1	4.4	4.42	4.07
Solyc03g078055.1.1	1.5	1.35	1.23
Solyc11g005933.1.1	1.07	1.74	1.04
Solyc05g008140.3.1	3.81	4.92	2.56
Solyc12g088290.2.1	5.6	5.67	5.71
Solyc05g018150.3.1	3.93	4.1	4.18
Solyc02g083250.3.1	7.8	7.63	6.69
Solyc03g093160.3.1	5.36	5.07	4.88
Solyc06g063310.2.1	6.39	6.61	6.79
Solyc01g081330.3.1	2.24	1.81	1.66
Solyc07g047780.3.1	6.27	6.25	5.96
Solyc12g005093.1.1	1.95	1.85	1.36
Solyc10g078310.2.1	4.47	4.26	4.38
Solyc04g016410.3.1	4.98	5.01	4.74
Solyc05g012340.3.1	4.85	4.74	5.3
Solyc03g007190.3.1	5.04	4.95	5.3
Solyc01g111470.3.1	3.06	3.07	3.03
Solyc10g080870.3.1	1.68	0.96	1.38
Solyc01g108087.1.1	4.87	4.9	3.4
Solyc04g074230.3.1	6.2	6.43	7.54
Solyc08g062940.3.1	0.83	-0.57	0.36
Solyc01g104040.3.1	7.33	7.33	7.4
Solyc04g057870.3.1	6.88	6.7	7.12
Solyc03g031990.3.1	5.54	5.23	6.69
Solyc07g006360.1.1	2.97	3.24	3.09
Solyc12g070113.1.1	1.56	2.06	1.13
Solyc10g085830.2.1	6.29	6.19	6.3
Solyc00g007150.3.1	2.34	2.27	2.55
Solyc06g073170.1.1	3.73	3.95	3.05
Solyc06g082980.3.1	8.32	8.28	7.33
Solyc10g080490.2.1	5.32	5.07	5.57
Solyc05g009910.3.1	5.69	5.74	5.49
Solyc10g076350.2.1	6.6	6.64	6.71
Solyc07g053720.3.1	5.62	5.71	5.79
Solyc08g029170.3.1	6.64	6.63	6.83
Solyc02g081160.3.1	6.98	7.33	7.03
Solyc08g006150.3.1	4.55	5.53	4.71
Solyc06g008190.1.1	-0.26	0.68	0.97
Solyc09g074680.3.1	5.29	5.5	5.3
Solyc02g092360.3.1	3.43	3.33	3.47
Solyc02g014150.3.1	7.8	7.51	8.51
Solyc03g111170.3.1	4.99	5.96	5.28
Solyc07g005140.3.1	4.32	4.5	3.61
Solyc07g056260.3.1	5.95	5.93	5.67
Solyc07g063330.3.1	4.74	4.97	4.75
Solyc01g103590.3.1	1.13	0.77	1.71
Solyc07g006520.3.1	7.36	6.94	7.72
Solyc01g079350.3.1	5.85	5.61	5.17
Solyc05g015650.3.1	5.41	5.47	4.93
Solyc02g091920.3.1	4.78	4.55	6.34
Solyc11g005770.2.1	3.49	3.04	3.02
Solyc01g107430.2.1	0.5	1.84	1.65
Solyc06g053800.2.1	4.28	4.58	4.65
Solyc07g049490.2.1	4.86	4.76	4.89
Solyc12g077467.1.1	-0.07	0.64	0.06
Solyc01g009020.3.1	5.78	5.95	5.61
Solyc07g032240.3.1	3.78	3.73	3.9
Solyc09g065630.3.1	2.08	2.74	2.28
Solyc02g071870.3.1	2.21	2.32	4.06
Solyc01g099260.3.1	5.89	5.91	5.83
Solyc10g083830.2.1	5.03	5.28	5.02
Solyc03g025455.1.1	2.68	2.55	2.24
Solyc07g006410.1.1	2.7	2.87	2.64
Solyc04g074450.2.1	4.03	2.59	5.14
Solyc02g065190.3.1	3.68	4.09	4.13
Solyc03g114670.3.1	5.15	5.18	5.02
Solyc03g113400.3.1	4.91	4.55	4.42
Solyc07g054850.3.1	5.77	5.98	5.2
Solyc12g096650.2.1	4.67	5	4.91
Solyc03g078160.3.1	4.18	4.25	4.21
Solyc09g007110.3.1	5.01	5.02	5.54
Solyc11g006640.2.1	2.61	2.55	2.87
Solyc04g049410.2.1	1.53	1.04	2.26
Solyc08g063070.3.1	4.66	4.6	4.23
Solyc10g086150.2.1	6.83	6.67	8.32
Solyc06g005435.1.1	2.78	2.76	2.43
Solyc01g095130.3.1	-0.32	0.31	0.98
Solyc09g082370.3.1	3.37	3.08	3.57
Solyc09g083060.3.1	6.78	6.67	6.45
Solyc08g065190.3.1	3.77	4.03	5.43
Solyc07g064625.1.1	2.91	2.49	2.98
Solyc08g006930.3.1	8.78	8.56	9.32
Solyc03g119300.3.1	2.7	2.43	1.99
Solyc05g050830.2.1	1.66	1.49	1.88
Solyc01g113620.2.1	3.91	4.01	3.44
Solyc12g097010.2.1	2.78	2.82	3.34
Solyc12g013840.2.1	6.49	6.28	6.5
Solyc01g088505.1.1	6.46	6.42	6.63
Solyc01g014480.3.1	4.48	4.48	4.38
Solyc04g078380.2.1	5.45	5.59	5.79
Solyc01g006220.2.1	2.33	2.25	2.88
Solyc10g074860.2.1	5.96	6.2	6.22
Solyc01g098910.3.1	3.18	2.74	2.32
Solyc10g008280.3.1	5.45	5.43	5.33
Solyc12g038590.2.1	2.44	2.13	2.7
Solyc09g097980.3.1	3.03	2.88	3.38
Solyc04g076940.3.1	2.31	2.21	2.09
Solyc03g043715.1.1	2.85	3.02	3.2
Solyc06g009260.3.1	0.43	1	0.02
Solyc06g060060.3.1	6.44	6.26	6.46
Solyc02g082730.3.1	4.38	4.45	4.5
Solyc09g090580.3.1	5.68	5.88	6.05
Solyc09g059950.3.1	0.45	0.9	0.72
Solyc12g096170.2.1	0.63	1.37	1.62
Solyc09g091030.3.1	9.09	9.11	7.35
Solyc02g072310.3.1	2.06	2.2	2.7
Solyc09g008340.3.1	5.32	5.56	5.28
Solyc04g054460.3.1	5.12	5.17	6.02
Solyc02g092080.2.1	2.73	2.78	1.35
Solyc01g005770.3.1	2.62	2.47	3.04
Solyc10g086470.2.1	3.62	3.63	3.67
Solyc09g075640.3.1	4.06	3.94	4.16
Solyc02g093910.3.1	2.78	2.67	2.44
Solyc05g054220.3.1	3.78	3.85	3.95
Solyc01g097120.3.1	5.43	5.63	5.06
Solyc02g090160.3.1	5.81	5.92	5.62
Solyc10g080400.2.1	0.17	0.79	2.24
Solyc02g068680.1.1	1.95	1.37	2.35
Solyc02g081360.3.1	3.34	3.18	2.65
Solyc09g055700.3.1	4.01	3.87	3.69
Solyc08g074660.1.1	3.76	4.17	4.66
Solyc06g006057.1.1	0.12	-0.24	0.8
Solyc05g040050.2.1	4.75	4.99	4.61
Solyc01g008180.3.1	4.62	4.69	4.58
Solyc12g099270.2.1	6.97	6.72	7.03
Solyc11g072740.1.1	1.9	1.77	2.15
Solyc03g025980.3.1	5.07	4.84	4.88
Solyc06g007850.3.1	3.76	3.59	3.35
Solyc10g075090.2.1	7	8.01	2.06
Solyc12g095750.2.1	4.01	3.66	5.05
Solyc09g090190.3.1	5.93	6.16	6.57
Solyc03g031850.1.1	2.9	2.78	2.92
Solyc04g049390.3.1	7.31	7.17	7.42
Solyc02g078750.3.1	5.3	5.27	4.78
Solyc06g074760.2.1	2.14	2.05	1.17
Solyc03g097870.3.1	9.69	9.56	8.78
Solyc01g103610.3.1	1.68	1.48	1.41
Solyc06g065500.3.1	4.77	4.55	4.8
Solyc04g064670.3.1	6.17	6.1	6.35
Solyc02g088705.1.1	4.2	4.27	4.64
Solyc05g009340.1.1	-0.3	-1.71	0.4
Solyc04g078420.1.1	6.43	6.6	5.39
Solyc12g008950.2.1	0.01	0.49	0.93
Solyc12g036380.1.1	1.21	0.55	-0.11
Solyc11g008320.2.1	4.69	4.79	4.46
Solyc03g026060.3.1	4.36	4.68	4.2
Solyc11g011120.2.1	4.21	4.25	4
Solyc02g070010.1.1	2.6	1.39	-2.06
Solyc02g061980.3.1	5.33	5.36	5.29
Solyc03g058430.2.1	3.17	2.97	4.74
Solyc10g006500.3.1	-0.26	0.92	0.44
Solyc02g086360.3.1	4.28	3.78	3.9
Solyc11g007660.1.1	6.03	5.83	5.95
Solyc07g053210.3.1	1.77	2.13	-0.66
Solyc01g059930.3.1	6.74	6.75	6.63
Solyc07g056650.3.1	4.16	3.82	5.06
Solyc02g087960.3.1	-0.57	-1.96	1.94
Solyc03g120940.3.1	6.28	6.28	5.99
Solyc08g069230.3.1	4.14	4.06	4.91
Solyc09g092310.1.1	3.31	3.68	3.83
Solyc01g097880.3.1	5.81	5.49	5.67
Solyc01g073710.2.1	2.57	2.91	2.71
Solyc08g080080.3.1	4.2	4.06	4.44
Solyc05g052930.3.1	3.38	3.39	3.53
Solyc03g034300.1.1	0.88	0.37	1.2
Solyc09g098370.3.1	6.45	6.24	6.28
Solyc11g018500.2.1	2.38	1.91	2.83
Solyc08g077280.1.1	3.87	3.84	4.29
Solyc12g013550.2.1	6.01	6.16	6.18
Solyc12g099440.2.1	7.37	7.54	7.14
Solyc04g008510.3.1	4.86	5.05	4.99
Solyc06g074467.1.1	2.04	1.91	1.42
Solyc07g055440.2.1	5.06	4.93	4.85
Solyc11g012550.2.1	4.49	4.22	4.18
Solyc01g102660.3.1	8.02	8.26	7.83
Solyc01g109450.3.1	2.58	2.98	2.7
Solyc03g026040.3.1	1.78	0.29	0.37
Solyc05g053200.2.1	2.29	3.02	2.6
Solyc09g090410.3.1	6.12	5.71	7.23
Solyc05g053330.3.1	2.63	3.08	1.13
Solyc09g065190.2.1	4.06	4.03	4.05
Solyc08g015780.3.1	6.76	6.99	6.99
Solyc06g030570.3.1	5.85	5.59	6
Solyc10g012430.3.1	4.69	4.73	4.15
Solyc10g024420.2.1	0.99	1.26	0.77
Solyc03g031620.3.1	3.57	4.41	4.42
Solyc07g051840.3.1	3.96	3.57	4.43
Solyc07g042720.1.1	2.6	2.56	2.65
Solyc03g007290.3.1	0.7	1.05	0.55
Solyc08g006110.3.1	4.59	4.57	4.13
Solyc12g014390.2.1	-0.2	-0.32	0.1
Solyc01g073870.3.1	4.93	4.85	4.66
Solyc01g090700.3.1	4.77	4.98	4.58
Solyc03g093510.2.1	4.83	4.72	4.89
Solyc09g014215.1.1	5.42	5.07	5.21
Solyc09g082940.3.1	1.76	1.67	2.1
Solyc07g066480.3.1	5.25	5.52	4.39
Solyc03g117870.3.1	8.03	8.48	6.73
Solyc03g083290.3.1	4.27	4.68	4.7
Solyc07g018230.2.1	0.55	0.57	0.32
Solyc01g090750.3.1	5.92	6.16	5.88
Solyc10g078750.2.1	4.35	4.26	4.36
Solyc07g055650.1.1	1.01	1.11	0.58
Solyc01g087980.3.1	0.98	1.29	0.95
Solyc02g080630.3.1	7.92	8.2	7.05
Solyc08g077730.3.1	4.97	4.64	4.99
Solyc03g025530.3.1	6.26	6.33	6.4
Solyc05g012710.3.1	5.15	5.22	5.26
Solyc11g068430.2.1	2.83	3.18	3.4
Solyc07g007430.3.1	5.73	5.64	5.59
Solyc07g049630.1.1	3.24	3.57	3.52
Solyc02g092920.3.1	7.77	7.73	7.62
Solyc04g005820.3.1	3.36	2.99	3.08
Solyc02g090540.3.1	-2.96	-3.51	2.06
Solyc04g081870.3.1	5.07	4.79	6.9
Solyc05g054620.3.1	5.92	5.76	6.14
Solyc05g005540.3.1	2.25	3.18	4.3
Solyc05g009720.3.1	5.8	5.63	4.49
Solyc01g006100.3.1	1.69	1.94	2.99
Solyc10g017600.3.1	4.1	3.97	4.78
Solyc05g009990.3.1	2.22	2.31	2.43
Solyc05g054260.3.1	5.63	5.73	6.22
Solyc08g075770.3.1	4.12	4.28	3.74
Solyc12g099660.2.1	5.64	5.68	5.98
Solyc03g116350.3.1	5.61	5.57	5.14
Solyc05g053010.1.1	3.69	3.31	2.54
Solyc05g043425.1.1	3.87	4.36	4.21
Solyc07g055710.3.1	2.57	2.54	3
Solyc12g049370.2.1	3.52	3.66	3.33
Solyc10g018510.2.1	1.05	0.19	-0.08
Solyc12g100260.1.1	-3.51	-1.59	0.93
Solyc11g005920.2.1	6.1	6.09	5.69
Solyc08g066810.3.1	3.5	3.8	3.85
Solyc02g069260.3.1	7.05	6.88	6.52
Solyc07g062120.3.1	3.88	3.73	3.78
Solyc03g117060.3.1	5.56	5.64	5.19
Solyc02g072260.3.1	1.86	2.3	3.27
Solyc03g007040.3.1	4.28	4.49	4.25
Solyc07g005730.3.1	5.73	5.88	5.73
Solyc10g079610.2.1	3.97	4.52	4.33
Solyc08g067810.3.1	3.74	4.05	3.74
Solyc05g050920.3.1	3.48	3.26	3.3
Solyc04g076580.3.1	3.57	3.76	3.15
Solyc02g070400.3.1	5.09	5.15	4.97
Solyc05g006590.3.1	4.72	5.01	5.16
Solyc07g042900.3.1	2.46	2.28	2.75
Solyc11g020300.2.1	6.63	6.62	6.9
Solyc04g008290.3.1	6.56	6.6	6.26
Solyc02g070810.3.1	8.57	8.06	8.89
Solyc03g118200.3.1	4.85	4.57	5.3
Solyc02g090860.3.1	5.89	6.18	6.12
Solyc03g115860.3.1	5.04	5.12	4.79
Solyc03g120910.3.1	4.81	4.75	4.9
Solyc12g098940.2.1	6	6.33	6.39
Solyc08g007470.2.1	3	3.19	2.6
Solyc12g099200.2.1	5.52	5.24	5.12
Solyc02g032330.3.1	4.57	4.81	4.65
Solyc06g062660.3.1	6.39	6.41	5.76
Solyc01g011010.3.1	0.2	-0.22	1.01
Solyc01g109410.3.1	6.6	6.78	6.63
Solyc08g080320.3.1	5.63	5.64	4.56
Solyc06g005600.3.1	2.85	2.45	2.7
Solyc06g069230.3.1	1.31	2.02	2.08
Solyc01g094560.3.1	3.02	2.74	3.22
Solyc05g006200.3.1	3.69	3.95	3.8
Solyc06g084410.3.1	4.04	3.94	3.63
Solyc12g016190.2.1	4.31	4.5	3.87
Solyc05g054890.3.1	0.96	0.72	-0.55
Solyc08g014280.3.1	3.5	3.49	2.99
Solyc02g063380.1.1	0.24	0.59	1.75
Solyc09g082800.3.1	4.97	5.34	5.11
Solyc10g084250.1.1	3.37	3.65	3.91
Solyc09g091945.1.1	5.99	6.14	6.15
Solyc12g096470.2.1	3.9	3.95	3.88
Solyc02g090040.2.1	1.91	1.59	1.85
Solyc05g010590.3.1	4.72	4.78	4.59
Solyc05g055910.3.1	5.81	6.05	4.47
Solyc11g011780.2.1	1.05	1.16	0.45
Solyc06g073360.3.1	4.74	5.15	4.94
Solyc03g006310.3.1	2.53	2.76	2.9
Solyc03g111870.3.1	5	5.2	4.96
Solyc03g118610.3.1	3.1	3.08	3.28
Solyc03g115030.3.1	1.86	2.25	2.83
Solyc10g008740.3.1	8.7	8.51	9.17
Solyc03g112840.2.1	2.54	1.92	2.07
Solyc12g056900.2.1	3.65	3.73	3.51
Solyc05g005250.3.1	4.5	4.62	4.06
Solyc11g006130.2.1	2.71	2.8	2.48
Solyc07g005480.3.1	5.76	5.64	5.23
Solyc11g068760.2.1	3.5	3.49	3.47
Solyc04g011830.1.1	-0.86	-0.64	1.4
Solyc10g086270.2.1	1.58	2.14	0.48
Solyc08g068430.3.1	4.51	4.6	4.43
Solyc12g021230.2.1	5.74	5.82	6.45
Solyc03g112290.2.1	4.05	4.21	4.15
Solyc03g007610.3.1	5.5	5.6	5.34
Solyc05g005710.3.1	7.48	8.22	6.74
Solyc01g007150.3.1	6.13	6.13	6.3
Solyc04g080570.3.1	5.52	5.85	6.03
Solyc01g105450.3.1	5.34	5.89	3.98
Solyc04g016130.3.1	4.53	4.58	4.13
Solyc05g010775.1.1	0.51	0.3	-0.72
Solyc02g065410.2.1	1.05	0.34	0.88
Solyc04g009910.3.1	4.04	3.49	3.11
Solyc03g118350.3.1	3.89	3.93	4.07
Solyc11g040063.1.1	0.45	0.86	-0.16
Solyc09g009770.3.1	6.27	6.43	5.52
Solyc01g097450.3.1	4.98	5.17	5.01
Solyc07g007820.3.1	5.87	5.78	6.21
Solyc06g072970.3.1	1.78	1.74	1.24
Solyc06g054330.3.1	3.7	3.82	3.96
Solyc06g065490.3.1	5.83	5.38	6.44
Solyc10g009050.3.1	4.07	3.91	3.53
Solyc07g014730.3.1	1.9	1.49	2.33
Solyc10g083240.2.1	3.45	3.36	3.33
Solyc07g051940.3.1	-0.2	-1.97	4.27
Solyc03g114640.3.1	5.26	4.97	4.75
Solyc03g118340.3.1	7.57	7.36	7.76
Solyc06g065670.3.1	4.62	4.29	5.29
Solyc10g080715.1.1	1.16	1.4	1.62
Solyc06g053810.3.1	5.08	5.37	4.44
Solyc11g072010.2.1	3.37	3.8	3.38
Solyc12g006930.2.1	7.65	7.49	7.59
Solyc12g096680.1.1	0.62	1.41	0.94
Solyc12g007030.2.1	6.49	6.5	6.34
Solyc10g009240.3.1	4.31	4.34	3.95
Solyc02g083890.3.1	0.46	0.6	1.51
Solyc08g080690.3.1	6.19	6.17	5.62
Solyc05g006640.3.1	5.12	5.04	4.95
Solyc07g032740.3.1	5.03	5.19	4.17
Solyc03g083650.3.1	2.62	3.15	2.61
Solyc10g011980.3.1	4.41	4.46	4.14
Solyc09g090830.3.1	3.11	3.03	2.89
Solyc12g026430.2.1	5.05	4.92	4.65
Solyc12g098810.2.1	2.49	2.22	2.49
Solyc06g084420.1.1	3.62	3.35	4.3
Solyc03g112850.3.1	6.39	6.6	7.28
Solyc08g081200.3.1	4.99	5.36	4.55
Solyc12g096070.2.1	2.16	1.76	1.53
Solyc02g063160.3.1	4.01	3.89	4.37
Solyc12g087950.1.1	2.97	3.11	4.29
Solyc08g078540.3.1	4.41	4.27	4.38
Solyc08g081430.3.1	3.43	3.53	3.7
Solyc07g006550.2.1	1.31	1.09	1.47
Solyc01g111330.3.1	4.98	5.12	4.97
Solyc02g092190.1.1	-2.53	-1.36	0.42
Solyc03g097260.3.1	6.2	6.2	5.96
Solyc02g064700.3.1	6.38	6.37	6.29
Solyc01g079425.1.1	1.17	1.44	1.35
Solyc12g038810.2.1	3.29	3.56	1.31
Solyc11g068930.2.1	4.15	4.35	4.08
Solyc12g009270.1.1	0.15	1.01	1.46
Solyc02g086700.3.1	2.48	4	4.24
Solyc02g084390.3.1	4.95	5.04	5.91
Solyc05g050710.3.1	4.16	3.76	4.2
Solyc01g094910.3.1	5.8	5.89	5.29
Solyc02g069380.3.1	3.2	3.09	3.28
Solyc05g006800.1.1	3.14	3.28	3.35
Solyc08g065490.3.1	5.92	5.98	5.85
Solyc02g090450.3.1	2.35	2.91	1.17
Solyc07g066675.1.1	4.66	4.61	3.16
Solyc08g077330.3.1	0.59	-0.04	2.44
Solyc02g068440.3.1	3.65	3.15	3.1
Solyc05g050130.3.1	7.73	7.93	7.58
Solyc03g114500.3.1	3.43	3.36	3.91
Solyc01g100310.2.1	-0.58	1.29	0.78
Solyc12g015880.2.1	7.67	7.7	7.56
Solyc01g009610.3.1	3.56	3.62	4.25
Solyc02g090840.3.1	7.3	7.21	7.25
Solyc02g068720.3.1	5.61	5.55	5.68
Solyc02g087010.2.1	2.36	2.38	1.38
Solyc06g084250.3.1	4.38	4.45	4.64
Solyc10g074690.2.1	6.3	6.36	5.81
Solyc04g008050.3.1	5.19	4.98	5.03
Solyc08g028780.1.1	2.12	1.96	2.38
Solyc04g081420.3.1	5.14	4.68	5.15
Solyc03g019890.3.1	3.79	3.24	5.63
Solyc07g053490.3.1	3.89	3.64	3.26
Solyc08g082620.3.1	2.02	1.89	3.28
Solyc02g088120.3.1	2.2	2.21	2.14
Solyc02g079760.3.1	4.49	4.47	4.27
Solyc12g006120.2.1	3.26	3.4	3.13
Solyc05g023770.3.1	3.28	3.47	3.42
Solyc06g050830.1.1	1.8	1.04	1.36
Solyc01g103862.1.1	4.47	4.5	4.38
Solyc06g083980.2.1	5.04	5.01	4.74
Solyc08g066570.2.1	4.06	3.82	3.46
Solyc08g062660.3.1	5.6	5.84	6.24
Solyc04g078320.3.1	4.71	4.8	4.46
Solyc01g097350.3.1	4.77	4.84	5.28
Solyc02g014870.3.1	5.57	5.92	5.79
Solyc08g074420.3.1	4.67	4.74	4.58
Solyc02g082270.3.1	6.3	6.08	6.18
Solyc10g084670.2.1	2.98	3.02	3.53
Solyc10g085920.2.1	3.49	3.61	2.74
Solyc07g065850.3.1	3.81	3.87	3.79
Solyc02g081850.3.1	4.56	4.57	4.95
Solyc10g076790.2.1	2.35	1.29	2.4
Solyc12g006220.2.1	3.1	2.8	3.73
Solyc05g008260.3.1	4.84	4.98	5.06
Solyc01g107160.3.1	3.44	3.96	3.81
Solyc08g076840.3.1	5.97	5.86	6.67
Solyc04g070980.3.1	5.89	5.71	5.14
Solyc06g051420.3.1	4.28	4.58	4.16
Solyc01g111220.3.1	2.02	2.14	1.97
Solyc03g078290.3.1	4.98	5.21	6.04
Solyc04g025715.1.1	1.96	2.69	2.17
Solyc12g042900.2.1	6.36	6.53	6.96
Solyc06g008250.3.1	2.89	3.15	2.99
